id,display_name,barcode,price,brand,category
12029,Youngs Town Sardines Green Can - 100x155g,1.48005E+13,1733.33,Youngs Town,Canned Seafood
12030,Youngs Town Sardines Red Can - 100x155g,1.48005E+13,1763.39,Youngs Town,Canned Seafood
12031,Zesto RTD Choco Doy Tetra Pack - 10x200ml,4.80489E+12,148.95,Zesto,Milk
12033,Mega Sardines Green Easy Open Can - 100x155g,1.48065E+13,1798.6,Mega,Canned Seafood
12034,Nescafe Coffee Creamy White Twin Pack Sachet - 200x52g,4.80036E+12,1978.13,Nescafe,Coffee
12035,Mega Sardines Hot Easy Open Can - 100x155g,1.48065E+13,1823.87,Mega,Canned Seafood
12036,Royal Tru-Orange Regular Case - 12x1.5L,4.80198E+12,663.96,Royal,Softdrinks
12037,Silver Swan Soy Sauce Pouch - 60x200ml,2.48003E+13,538.19,Silver Swan,Condiments and Spices
12038,Reno Spread Liver Can - 48x85g,1.48059E+13,788.45,Reno,Spreads and Dressings
12039,Silver Swan Sukang Puti Pouch - 60x200ml,2.48003E+13,388.68,Silver Swan,Condiments and Spices
12040,Sprite Regular Case - 12x1.5L,4.80198E+12,663.27,Sprite,Softdrinks
12041,Silver Swan Sukang Puti Pouch - 72x100ml,1.48003E+13,300.85,Silver Swan,Condiments and Spices
12042,Fortune Lights Tribal Blue Label Ream - 10x20 sticks,4.8065E+12,1086.67,Fortune,Cigarettes
12043,Silver Swan Soy Sauce Junior Pouch Pouch - 72x100ml,1.48003E+13,381.47,Silver Swan,Condiments and Spices
12044,Kopiko Coffee Black 3in1 Astig Twin Pack Sachet - 120x50g,1.89987E+13,1191.72,Kopiko,Coffee
12045,Marlboro Ice Blast Filter Ream - 10x20 sticks,4.8065E+12,1181.21,Marlboro,Cigarettes
12046,Marlboro Black Menthol Fliptop Ream - 10x20 sticks,4.8065E+12,1181.09,Marlboro,Cigarettes
12048,Mighty Cigar Filter King 20s Red Hardpack Ream - 10x20 sticks,4.8065E+12,909.32,Mighty Cigar,Cigarettes
12049,Mighty Cigar Menthol 20s White Hardpack Ream - 10x20 sticks,4.8065E+12,909.32,Mighty Cigar,Cigarettes
12050,C2 Green Tea Apple Case - 355ml x 24,1.48E+13,430.66,C2,RTD
12051,Emperador Brandy Light Case - 12x1L,1.48001E+13,1562.45,Emperador,Alcohol
12052,Ginebra Frasco Case - 12x700ml,1.48001E+13,1155.04,Ginebra,Alcohol
12053,Lucky Me Pancit Canton Chilimansi Pack - 72x80g,1.48078E+13,848.26,Lucky Me,Rice and Noodles
12054,Lucky Me Pancit Canton Hot Chili Pack - 72x80g,1.48078E+13,848.19,Lucky Me,Rice and Noodles
12056,Nescafe Coffee Creamy White Sachet - 240x28g,4.80036E+12,1390.98,Nescafe,Coffee
12057,Happy Diaper Baby Pants M Pack - 12pcs,4.80229E+12,72.87,Happy,Diapers
12059,Casa Lucia Refined Sugar Pack - 1/4kg,4.80901E+12,13.31,Lucky Sugar,Condiments and Spices
12060,Alaska Condensada Combi Tetrapack - 250ml,4.80058E+12,37.31,Alaska,Milk
12061,Datu Puti Vinegar Sakto Pack - 144x60ml,2.48017E+13,428.39,Datu Puti,Condiments and Spices
12062,Datu Puti Soy Sauce Sakto Box - 144x60ml,2.48017E+13,457.67,Datu Puti,Condiments and Spices
12063,Royal Red Standard Matches - 10 boxes,4.80011E+12,15.44,Royal Red,Party Needs
12064,Alaska Evaporated Milk - 370ml,4.80058E+12,36.93,Alaska,Milk
12102,Lampein Baby Diaper M Pack - 60pcs,4.80651E+12,319.39,Lampein,Diapers
12105,Lampein Baby Diaper L Pack - 54pcs,4.80651E+12,318.96,Lampein,Diapers
12106,Gin Kapitan Bottle - 350ml,4.80022E+12,40.34,Gin Kapitan,Alcohol
12110,Rinbee Cheese Sticks Pack - 26g,4.89121E+12,3.61,Oishi,Chips
12111,Oishi Potato Fries Cheese Pack - 21g,4.80019E+12,3.37,Oishi,Chips
12115,Lorins Patis Pouch - 150ml,4.80489E+12,8.13,Lorins,Condiments and Spices
13092,Maxx Dalandan Orange Pack - 50pcs,4.80002E+12,27.96,Maxx,Candies and Chocolates
13094,Happy Diaper Clr Assorted M Pack - 30pcs,4.80229E+12,161.18,Happy,Diapers
13095,Happy Diaper Clr Assorted XL Pack - 30pcs,4.80229E+12,197.4,Happy,Diapers
13096,Bonamil Milk Pack - 400g,4.80015E+12,210.28,Bonamil,Milk
13097,Bonna Infant Formula 0-6 Months Pack - 400g,4.80015E+12,209.73,Bonna Infant,Milk
13098,Calla Detergent Powder Floral Fresh Bag - 400g,4.8065E+12,36.85,Calla,Laundry Products
13099,Aji Ginisa Flavor Mix Tie - 16x7g,4.80196E+12,26.16,Ajinomoto,Seasonings and Mixes
13107,Great Taste 3In1 White Smooth and Chocolatey Twin Pack Tie - 10x50g,4.80002E+12,87.84,Great Taste,Coffee
13110,Energen Cereal Vanilla Tie - 10x40g,8.996E+12,67.08,Energen,Bread and Biscuits
13115,Summit Spring Water Case - 35x350ml,1.48E+13,271.87,Summit,Water
13119,Summit Spring Water Case - 24x500ml,1.48E+13,252.81,Summit,Water
13123,Birch Tree Fortified Powdered Milk Sachet - 160x33g,2.07485E+13,1169.42,Birch Tree,Milk
13127,Nestle Chuckie Tetra Pack - 10x150ml,4.80036E+12,166.41,Chuckie,Milk
13131,C2 Green Tea Apple Case - 1L x 12,1.48E+13,454.26,C2,RTD
13135,Del Monte Juice Pineapple Heartsmart Box - 24x240ml,1.48E+13,617.78,Del Monte,RTD
13139,Angel Evaporada Liquid Creamer Can - 48x410ml,1.07485E+13,994.14,Angel,Milk
13143,Nestle All Purpose Cream Tetra Pack - 24x250ml,1.48004E+13,1350.14,Nestle,Spreads and Dressings
13147,Mang Tomas Lechon Sauce Case - 24x325g,1.48017E+13,736.29,Mang Tomas,Condiments and Spices
13151,Refresh Mineral Water Case - 24x500ml,1.48E+13,166.61,Refresh,Water
13155,Refresh Mineral Water Case - 24x350ml,1.48E+13,125.39,Refresh,Water
13159,Birch Tree Fortified Powdered Milk Tie - 8x33g,7.48485E+11,56.65,Birch Tree,Milk
13163,Mountain Dew Case - 12x300ml,1.48039E+13,134.12,Mountain Dew,Softdrinks
13167,Choco Mucho Cookies & Cream Bar Pack - 10x30g,4.80009E+12,62.51,Choco Mucho,Candies and Chocolates
13667,Sprite Mismo Case - 12x300ml,4.80198E+12,132.66,Sprite,Softdrinks
13672,Bear Brand Adult Plus Coffee Pack - 8x33g,4.80036E+12,116.66,Bear Brand,Coffee
13675,Great Taste White Crema Stream - 10x30g,4.80002E+12,59.33,Great Taste,Coffee
13678,Great Taste White Crema Twin Pack Tie - 10x50g,4.80002E+12,88.89,Great Taste,Coffee
13681,Great Taste White Caramel Tie - 10x30g,4.80002E+12,59.42,Great Taste,Coffee
13684,Great Taste White Caramel Twin Pack Tie - 10x50g,4.80002E+12,88.96,Great Taste,Coffee
13691,Fundador Light Bottle - 1L,8.41016E+12,338.23,Fundador,Alcohol
13694,Century Tuna Flakes Oil - 125g,7.48485E+11,23.14,Century,Canned Seafood
13706,Aji Panda Seasoning Tie - 18x11g,4.80196E+12,45.54,Ajinomoto,Seasonings and Mixes
14215,Argentina Corned Chicken Spicy Can - 150g,7.48486E+11,26.49,Argentina,Packed Meat
14224,Argentina Corned Chicken Can - 150g,7.48486E+11,25.82,Argentina,Packed Meat
14230,Argentina Corned Chicken Spicy Can - 100g,7.48486E+11,17.45,Argentina,Packed Meat
14236,Argentina Corned Chicken Can - 100g,7.48486E+11,17.33,Argentina,Packed Meat
14240,Alfonso I Brandy Light Bottle - 1L,8.41003E+12,261.88,Alfonso,Alcohol
15278,Emperador Brandy Double Light Bottle - 1L,4.80014E+12,129.02,Emperador,Alcohol
15284,Emperador Brandy Double Light Bottle - 750ml,4.80014E+12,97.88,Emperador,Alcohol
15290,Rexona Deo-Lotion Ice Cool Tie - 3x3ml,4.80089E+12,18.57,Rexona,Bath and Body Care
15297,Rexona Deo-Lotion Passion Tie - 3x3ml,4.80089E+12,18.3,Rexona,Bath and Body Care
15309,Alfonso I Brandy Light - 12 x 1L,8.41003E+12,3164.11,Alfonso,Alcohol
15316,CDO Karne Norte Can - 48 x 100g,1.48002E+13,816.59,CDO,Packed Meat
15323,Nescafe Coffee Classic Sachet - 60x25g,4.80036E+12,1123.63,Nescafe,Coffee
15347,Emperador Brandy Double Light 750ml x 12,1.48001E+13,1192.56,Emperador,Alcohol
15355,Emperador Brandy Double Light 1L x 12,1.48001E+13,1562.5,Emperador,Alcohol
15369,Birch Tree Fortified Choco Tie - 8x29g,7.48485E+11,56.15,Birch Tree,Milk
16407,SIP PURIFIED WATER BOTTLE - 350ML,4.80653E+12,7.53,Sip,Water
16408,SIP PURIFIED WATER BOTTLE 500ML,4.80653E+12,9.12,Sip,Water
16493,Wings Powder Solve Calamansi Tie 6x70g,8.99887E+12,26.89,Wings,Laundry Products
16495,Wings Powder Solve Floral Fresh Tie 6x70g,8.99887E+12,24.54,Wings,Laundry Products
16506,Silka Soap Orange Papaya Pack - 45g,4.80651E+12,10.76,Silka,Bath and Body Care
16510,MEGA SARDNS TS XTRA HOT 155G,4.8065E+12,18.11,Mega,Canned Seafood
16518,MEGA FRIED SARDINES HOT & SPICY 155G,4.8065E+12,28.22,Mega,Canned Seafood
16526,MEGA FRIED SARDINES TAUSI 155G,4.8065E+12,28.73,Mega,Canned Seafood
16534,Alfonso I Brandy Light Bottle - 700ml,8.41003E+12,209.02,Alfonso,Alcohol
16573,UFC Banana Catsup Pack - 48x100g - BOX,14285002796,377.28,UFC,Oil and Sauces
16586,CAL CHEESE WAFER REGULAR PACK 35G,8.996E+12,4.31,Cal Cheese,Bread and Biscuits
16587,CAL CHEESE WAFER PACK 53.5G,8.996E+12,7.89,Cal Cheese,Bread and Biscuits
16588,Fres Candy Barley Mint Pack - 50x3g,8.996E+12,28.13,Fres Candy,Candies and Chocolates
16589,Fres Candy Mint Apple Peach Pack - 50x3g,8.996E+12,27.56,Fres Candy,Candies and Chocolates
16590,ENERGEN PANDESAL MATE TIE 10x30g,8.996E+12,66.62,Energen,RTD
16615,Beng-Beng Choco Wafer Pack - 20g,8.886E+12,4.55,Beng-Beng,Bread and Biscuits
16630,Argentina Corned Beef Can - 48x150g,1.07485E+13,1474.72,Argentina,Packed Meat
16649,Silver Swan Wow Sarap All in one Seasoning 8gx12 Sachet,4.80034E+12,22.48,Silver Swan,Seasonings and Mixes
16662,Nissin Choco Wafer 12gx20s,4.80777E+12,42.44,Nissin (Biscuits),Bread and Biscuits
16670,Nissin Butter Coco Cracker Pack - 10x25g,4.80777E+12,46.27,Nissin (Biscuits),Bread and Biscuits
16678,Lucky Me Go Cup Mini La Paz Batchoy Cup - 40g,4.80777E+12,15.16,Lucky Me,Rice and Noodles
16688,Lucky Me Go Cup Mini Bulalo - 40g,4.80777E+12,15.2,Lucky Me,Rice and Noodles
16701,Lucky Me Go Cup Mini Spicy Bulalo - 40g,4.80777E+12,15.73,Lucky Me,Rice and Noodles
16709,Lucky Me Go Cup Mini Spicy Batchoy - 40g,4.80777E+12,15.23,Lucky Me,Rice and Noodles
16717,Dutchmill  UHT Yoghurt Drink Strawberry - 90ml,8.85172E+12,8.14,Dutchmill,RTD
16727,Dutchmill UHT Yoghurt Drink Superfruits - 90ml,8.853E+12,8.38,Dutchmill,RTD
16735,Mama Sita's Oyster Sauce Sachet - 30gx12s,4.80489E+12,57.79,Mama Sita's,Condiments and Spices
16743,Bingo Double Choco Singles 28g X 10s,4.80777E+12,47.15,Bingo,Bread and Biscuits
16751,Lucky Me La Paz Batchoy Pouch 55g,4.80777E+12,10.01,Lucky Me,Rice and Noodles
16759,Monde Special Mamon Mini Classic 23gX8s,4.80777E+12,49.57,Monde,Bread and Biscuits
16767,Eggnog Cookies 18g X 10s,4.80777E+12,46.72,Nissin (Biscuits),Bread and Biscuits
16775,Nissin Bread Stix Pack 20gx10s,4.80777E+12,46.29,Nissin (Biscuits),Bread and Biscuits
16779,Nissin King Wafer Choco - 22gx10s,4.80777E+12,46.5,Nissin (Biscuits),Bread and Biscuits
16786,Nissin King Wafer Peanut Butter 22gX10s,4.80777E+12,45.84,Nissin (Biscuits),Bread and Biscuits
16794,Nissin King Wafer Cheese 22gX10s,4.80777E+12,45.88,Nissin (Biscuits),Bread and Biscuits
16807,Nissin Wafer Double Choco 55g,4.80777E+12,8.85,Nissin (Biscuits),Bread and Biscuits
16815,Nissin Wafer Peanut Butter 50g,4.80777E+12,8.81,Nissin (Biscuits),Bread and Biscuits
16823,Nissin Wafer Cheese 50g,4.80777E+12,8.93,Nissin (Biscuits),Bread and Biscuits
16857,Champion Todo Tipid Bar and Powder Pack Box - 48x145 + 40g,1.48065E+13,511.74,Champion,Laundry Products
16867,Lucky Me Bulalo Pouch 55g,4.80777E+12,10.36,Lucky Me,Rice and Noodles
16878,CENTURY TUNA FLAKES HOT & SPICY 155G x50cans,1.07485E+13,1478.37,Century,Canned Seafood
16886,CENTURY TUNA FLAKES HOT & SPICY 180GX48cans,1.07485E+13,1735.78,Century,Canned Seafood
16894,CENTURY TUNA FLAKES IN OIL 48X180G BOX,1.07485E+13,1736.36,Century,Canned Seafood
16902,CENTURY TUNA FLAKES IN OIL 50X155G BOX,1.07485E+13,1478.3,Century,Canned Seafood
16910,CENTURY TUNA FLAKES IN OIL 50X125G BOX,1.07485E+13,1240.69,Century,Canned Seafood
17954,555 Tuna Adobo - 50x155g Box,1.07485E+13,1135.58,555,Canned Seafood
17962,555 Tuna Mechado - 50x155g Box,1.07485E+13,1158.81,555,Canned Seafood
17969,555 Tuna Hot and Spicy - 50x155g Box,1.07485E+13,1268.8,555,Canned Seafood
17980,555 Tuna Caldereta - 50x155g Box,1.07485E+13,1136.08,555,Canned Seafood
17985,555 Tuna Afritada - 50x155g Box,1.07485E+13,1135.98,555,Canned Seafood
18000,TIGER BEER BLACK STRONG 500ML CAN,4.80603E+12,47.62,Tiger Beer,Alcohol
18008,TIGER BEER BLACK STRONG 24x500ml - BOX,1.4806E+13,1171.92,Tiger Beer,Alcohol
18016,TIGER BEER CRYSTAL 330ML BOTTLE,86428260332,34.24,Tiger Beer,Alcohol
18024,TIGER BEER CYSTAL LIGHT 24x330ml Box,86428210337,853.21,Tiger Beer,Alcohol
18037,Piattos Roadhouse BBQ 80x40g - BOX,1.48E+13,882.25,Piattos,Chips
18045,Jack n Jill Potato Chips Vcut Spicy Barbeque - 25gx80s - BOX,1.48E+13,882.62,Potato Chips,Chips
18053,Piattos Sourcream and Onion - 80x40g - BOX,1.48E+13,882.37,Piattos,Chips
18061,Nova Country Cheddar 80x40g - BOX,1.48E+13,882.97,Nova,Chips
18069,Piattos Cheese 80x40g - BOX,1.48E+13,882.73,Piattos,Chips
18078,Chicharon ni Mang Juan Espesyal Sukang Paomboong Box- 26g x 80,1.48E+13,426.74,Mang Juan,Chips
18086,Chicharon ni Mang Juan Chicharon Espesyal Suka't Sili Box - 26g x 80,1.48E+13,426.53,Mang Juan,Chips
18094,Jack n' Jill Chik'N Skin ni Mang Juan Box - 17g x 100,1.48E+13,533.43,Mang Juan,Chips
18102,Alaska Evaporada Can - 48x140ml,1.48006E+13,524.77,Alaska,Milk
18108,Clover Chips Cheese-22g x100 - BOX,1.48002E+13,573.55,Clover Chips,Chips
18117,Mr. Chips Cheese Snack Box 26g x 100,1.48E+13,433.03,Mr. Chips,Chips
18125,Jack N Jill Potato Chips Vcut Cheese-25gx80s - BOX,1.48E+13,882.52,Potato Chips,Chips
18134,Jack N Jill Chicharron Mang Juan Paombong - 90gx18s - BOX,1.48E+13,283.81,Mang Juan,Chips
18143,Jack N Jill Chicharron Mang Juan Suka't Sili - 90gx18s - BOX,1.48E+13,284.26,Mang Juan,Chips
18152,Cheese Ring Snack - 20gx30s - BOX,1.07295E+13,191.8,Cheese Ring,Chips
18161,Oishi Crispy Patata - 24gx100s - BOX,1.48002E+13,518.62,Oishi,Chips
18170,Oishi Marty's Spicy - 22gx100s - BOX,1.48002E+13,518.2,Oishi,Chips
18179,Oishi Marty's Salt and Vinegar - 22gx100s - BOX,1.48002E+13,518.14,Oishi,Chips
18188,Oishi Marty's Plain Salted - 22gx100s - BOX,1.48002E+13,518.1,Oishi,Chips
18197,Chippy BBQ Box - 27g x 100,1.48E+13,533.06,Chippy,Chips
18205,UFC Banana Catsup Bottle - 24x320g - BOX,1.00143E+13,523.62,UFC,Oil and Sauces
18226,Piattos Cheese - 85GX50 - BOX,1.48E+13,1238.91,Piattos,Chips
18234,Piattos Sour Cream Onion - 85GX50s - BOX,1.48E+13,1238.5,Piattos,Chips
18242,Jack n' Jill Potato Chips Vcut Spicy Barbeque - 60GX50s - BOX,1.48E+13,1303.77,Potato Chips,Chips
18250,Cheese Ring Snack - 60Gx25s - BOX,1.48017E+13,348.36,Regent,Chips
18258,Cheez It 25G X100s - BOX,1.48005E+13,533.5,Cheez It,Chips
18266,Clover Chips Cheese - 55gx40 - BOX,1.48002E+13,662.39,Clover Chips,Chips
18270,Fortune Red Ream 10x20 sticks,4.80018E+12,1086.46,Fortune,Cigarettes
18279,Hany Milk Choco Sp Milk 260gx20packs,1.48049E+13,723.11,Hany,Candies and Chocolates
18288,Saba Mackerel in Natural Oil - 155gx100 - Box,1.00968E+13,2728.18,Saba,Canned Seafood
18296,MEGA SARDINES TOMATO SAUCE XTRA HOT155GX100,1.48065E+13,2003.59,Mega,Canned Seafood
18305,MEGA FRIED SARDINES HS 155GX100,4.8065E+12,2978.41,Mega,Canned Seafood
18314,MEGA FRIED SARDINES TAUSI 155GX100,4.8065E+12,2978.28,Mega,Canned Seafood
18323,San Marino Tuna Corned - 100gx48 - BOX,1.48002E+13,1169.36,San Marino,Canned Seafood
18332,San Marino Tuna Corned - 150gx48 - BOX,1.48002E+13,1534.98,San Marino,Canned Seafood
