id,display_name,barcode,price,brand,category
11706,Frito Plus Vegetable Oil Pack - 175ml,4.80488E+12,12.98,Frito Plus,Oil and Sauces
11707,Frito Plus Vegetable Oil Bottle - 350ml,4.80488E+12,24.65,Frito Plus,Oil and Sauces
11708,Fudgee Barr Cake Choco Pack - 10x41g,4.80009E+12,57.57,Fudgee,Bread and Biscuits
11709,Fudgee Barr Cake Combo Pack - 10x44g,4.80009E+12,57.86,Fudgee,Bread and Biscuits
11710,Fudgee Barr Cake Dark Choco Pack - 10x38g,4.80009E+12,57.75,Fudgee,Bread and Biscuits
11711,Fudgee Barr Cake Macapuno Pack - 10x39g,4.80009E+12,57.21,Fudgee,Bread and Biscuits
11712,Gatorade Assorted 5+1 Bottle Pack - 6x500ml,4.80393E+12,185.61,Gatorade,Sports Drinks
11716,Ginebra Frasco Bottle - 700ml,4.80013E+12,94.7,Ginebra,Alcohol
11717,Ginebra Gin Round Bottle - 350ml,4.80013E+12,47.8,Ginebra,Alcohol
11718,Great Taste Original Twin Pack Tie 33gX10,4.80002E+12,73.32,Great Taste,Coffee
11719,Great Taste 3In1 White Smooth and Chocolatey Tie - 10x30g,4.80002E+12,58.56,Great Taste,Coffee
11721,Great Taste 3in1 White Twinpack Tie- 10x50g,4.80002E+12,87.83,Great Taste,Coffee
11722,Great Taste White Coffee Tie - 10x30g,4.80002E+12,58.98,Great Taste,Coffee
11723,GSM Blue Bottle - 350ml,4.80013E+12,48.17,GSM Blue,Alcohol
11724,GSM Blue Bottle - 700ml,4.80013E+12,91.99,GSM Blue,Alcohol
11725,Hany Milk Choco Sp Milk Pack - 260gx16pcs,4.80489E+12,35.19,Hany,Candies and Chocolates
11726,Happy Cotton Rolls Pack - 10g,4.80129E+12,2.79,Happy,Bath and Body Care
11727,Happy Diaper Baby Pants L Pack - 12pcs,4.80229E+12,80.87,Happy,Diapers
11728,Happy Diaper Baby Pants L Pack - 24pcs,4.80229E+12,162.19,Happy,Diapers
11729,Happy Diaper Baby Pants M Pack - 24pcs,4.80229E+12,145.84,Happy,Diapers
11730,Happy Diaper Baby Pants XL Pack - 12pcs,4.80229E+12,89.31,Happy,Diapers
11731,Happy Diaper Baby Pants XL Pack - 24pcs,4.80229E+12,177.78,Happy,Diapers
11732,Happy Diaper Clr Assorted L Pack - 30pcs,4.80229E+12,179.11,Happy,Diapers
11735,Happy Diaper L Pack - 12pcs,4.80229E+12,76.23,Happy,Diapers
11736,Happy Diaper L Pack - 30pcs,4.80229E+12,184.28,Happy,Diapers
11737,Happy Diaper M Pack - 12pcs,4.80229E+12,66.93,Happy,Diapers
11738,Happy Diaper M Pack - 30pcs,4.80229E+12,165.37,Happy,Diapers
11739,Happy Diaper XL Pack - 12pcs,4.80229E+12,82.86,Happy,Diapers
11740,Happy Diaper XL Pack - 30pcs,4.80229E+12,203.08,Happy,Diapers
11741,Happy Peanut Sachet - 20x6g,4.80009E+12,16.03,Happy Peanuts,Nuts
11742,Head & Shoulders Shampoo Cool Menthol Tie - 6x12ml,4.90243E+12,26.94,Head & Shoulders,Hair Care
11743,Homi Mami Beef Brisket Pack - 55g,4.80011E+12,6.37,Homi Mami,Rice and Noodles
11744,Homi Mami Chicken N Garlic Pack - 55g,4.80011E+12,6.38,Homi Mami,Rice and Noodles
11745,Homi Mami Chiligarlic Beef Pack - 55g,4.80602E+12,6.68,Homi Mami,Rice and Noodles
11746,Hope Menthol 100's Softpack Pack,48033695,107.37,Hope,Cigarettes
11747,Chicharon ni Mang Juan Espesyal Sukang Paomboong Pouch - 26g,4.80002E+12,3.44,Mang Juan,Chips
11748,Chicharon ni Mang Juan Paombong Pouch - 90g,4.80002E+12,14.6,Mang Juan,Chips
11749,Chicharon ni Mang Juan Chicharon Espesyal Suka't Sili Pouch - 26g,4.80002E+12,3.84,Mang Juan,Chips
11750,Chicharron ni Mang Juan Suka't Sili Pouch - 90g,4.80002E+12,14.05,Mang Juan,Chips
11751,Jack n' Jill Chik'N Skin ni Mang Juan Pack - 17g,4.80002E+12,3.89,Mang Juan,Chips
11752,Jack n' Jill Potato Chips Vcut Cheese Pack - 25g,4.80002E+12,9.12,Potato Chips,Chips
11754,Potato Chips V-Cut Spicy BBQ Pouch - 25g,4.80002E+12,9.81,Potato Chips,Chips
11755,Jack n' Jill Potato Chips Vcut Spicy Barbeque Pack - 60g,4.80002E+12,24.66,Potato Chips,Chips
11756,Roller Coaster Cheddar Cheese Pouch - 24g,4.80002E+12,3.9,Roller Coaster,Chips
11757,Wafrets Brix Chocolate Polybag - 10x24g,4.80002E+12,39.47,Wafrets,Bread and Biscuits
11758,Chippy BBQ Pouch - 42.5g,4.80002E+12,4.05,Chippy,Chips
11759,Jersey Evaporada Creamer Can - 370ml,9.55551E+12,20.13,Jersey,Milk
11760,Johnson's Baby Powder Classic Bottle - 25g,48032742,11.88,Johnson & Johnson,Bath and Body Care
11761,Joy Dishwashing Liquid AntiBac Safeguard Tie - 6x40ml,4.90243E+12,58.3,Joy,Cleaning Products
11762,Joy Dishwashing Liquid Kalamansi Tie - 6x18.5ml,4.90243E+12,25.37,Joy,Cleaning Products
11763,Joy Dishwashing Liquid Kalamansi Tie - 6x40ml,4.90243E+12,58.53,Joy,Cleaning Products
11764,Joy Dishwashing Liquid Lemon Tie - 6x18.5ml,4.90243E+12,26.04,Joy,Cleaning Products
11765,Joy Dishwashing Liquid Lemon Tie - 6x40ml,4.90243E+12,58.15,Joy,Cleaning Products
11766,Knorr Cubes Beef Tie - 6x10g,4.80089E+12,26.44,Knorr,Seasonings and Mixes
11767,Knorr Cubes Chicken Tie - 6X10g,4.80089E+12,25.66,Knorr,Seasonings and Mixes
11768,Knorr Cubes Pork Tie - 6X10g,4.80089E+12,26.41,Knorr,Seasonings and Mixes
11769,Knorr Mix Sinigang Original Pack - 10g,4.80089E+12,3.92,Knorr,Seasonings and Mixes
11770,Knorr Mix Sinigang w/ Gabi Pack - 22g,4.80868E+12,9.92,Knorr,Seasonings and Mixes
11771,Knorr Mixes Ginataang Gulay Pack - 29g,4.80089E+12,12.06,Knorr,Seasonings and Mixes
11772,Knorr Mix Sinigang Original Pack - 20g,4.80089E+12,8.96,Knorr,Seasonings and Mixes
11773,Kopiko Coffee Black 3in1 Astig Tie - 10x20g,8.996E+12,64.22,Kopiko,Coffee
11774,Kopiko Coffee Black 3in1 Astig Twin Pack Tie - 10x50g,8.99867E+12,97.68,Kopiko,Coffee
11775,Kopiko Coffee Brown Tie- 10x27.5g,8.996E+12,63.7,Kopiko,Coffee
11776,Kopiko Coffee Brown Twin Pack Tie - 10x55g,8.99867E+12,97.74,Kopiko,Coffee
11777,Kopiko Coffee Cafe Blanca Tie - 10x30g,8.996E+12,63.54,Kopiko,Coffee
11778,Kopiko Coffee Cafe Blanca Twin Pack Tie - 10x52g,8.99867E+12,97.79,Kopiko,Coffee
11779,Kopiko Coffee L.A. Coffee Tie - 10x25g,8.996E+12,57.13,Kopiko,Coffee
11780,Lady's Choice Mayonnaise Tie - 6x27ml,4.80089E+12,53.02,Lady's Choice,Spreads and Dressings
11781,Lady's Choice Mayonnaise Pack - 80ml,4.80868E+12,25.83,Lady's Choice,Spreads and Dressings
11782,Ladys Choice Spread Chicken Sachet Tie - 6x27ml,4.80089E+12,52.68,Lady's Choice,Spreads and Dressings
11783,Lemon Square Cupcake Cheese Pack - 10x30g,4.80901E+12,57.36,Lemon Square,Bread and Biscuits
11784,Lemon Square Lava Cake Pack - 10x42g,4.80602E+12,59.23,Lemon Square,Bread and Biscuits
11785,Ligo Sardines Green Can - 155g,4.80016E+12,16.01,Ligo,Canned Seafood
11786,Ligo Sardines Green Can - 425g,4.80016E+12,42.42,Ligo,Canned Seafood
11787,Ligo Sardines Red Can - 155g,4.80016E+12,17.08,Ligo,Canned Seafood
11788,Ligo Sardines Red Can - 425g,4.80016E+12,42.83,Ligo,Canned Seafood
11789,Loaded Snack Choco Pack - 32g,4.80052E+12,3.79,Loaded,Candies and Chocolates
11790,Loaded Snack White Choco Pack - 32g,4.80052E+12,3.84,Loaded,Candies and Chocolates
11791,Lucky Me Noodle Beef Pack - 55g,4.80777E+12,6.18,Lucky Me,Rice and Noodles
11792,Lucky Me Noodle Chicken Pack - 55g,4.80777E+12,6.46,Lucky Me,Rice and Noodles
11793,Lucky Me Noodle Spicy Beef Pack - 55g,4.80777E+12,6.27,Lucky Me,Rice and Noodles
11794,Lucky Me Pancit Canton Chilimansi Pack - 80g,4.80777E+12,10.02,Lucky Me,Rice and Noodles
11795,Lucky Me Pancit Canton Hot Chili Pack - 80g,4.80777E+12,10.07,Lucky Me,Rice and Noodles
11796,Lucky Me Pancit Canton Kalamansi Pack - 80g,4.80777E+12,10.49,Lucky Me,Rice and Noodles
11797,Lucky Me Pancit Canton Original Pack - 80g,4.80777E+12,10.47,Lucky Me,Rice and Noodles
11798,Lucky Me Pancit Canton Sweet & Spicy Pack - 80g,4.80777E+12,10.05,Lucky Me,Rice and Noodles
11803,Magic Flavors Cheese Pack - 28g,4.80002E+12,39.33,Magic Flakes,Bread and Biscuits
11804,Mang Tomas Lechon Sauce Pouch - 100g,4.80167E+12,8.42,Mang Tomas,Condiments and Spices
11805,Mang Tomas Lechon Sauce Bottle - 325g,4.80167E+12,29.17,Mang Tomas,Condiments and Spices
11806,Marlboro Black Menthol Fliptop Pack - 20 sticks,95509433,117.12,Marlboro,Cigarettes
11808,Marlboro Ice Blast Filter Pack - 20 sticks,48042772,117.15,Marlboro,Cigarettes
11809,Marlboro Lights Fliptop Pack - 20 sticks,76239878,117.07,Marlboro,Cigarettes
11811,Marlboro Red Fliptop Pack - 20 sticks,76164217,116.6,Marlboro,Cigarettes
11813,Maxx Cherry Pack - 50pcs,4.80002E+12,27.22,Maxx,Candies and Chocolates
11815,Maxx Honey-Lemon Pack - 50pcs,4.80002E+12,27.18,Maxx,Candies and Chocolates
11817,Mega Sardines Green Easy Open Can - 155g,4.8065E+12,16.26,Mega,Canned Seafood
11819,Mega Sardines Hot Easy Open Can - 155g,4.8065E+12,17,Mega,Canned Seafood
11821,Mentos Candy Mint Pack - 50pcs,4.80021E+12,34.41,Mentos,Candies and Chocolates
11822,Mighty Cigar Filter King 20s Red Hardpack Pack - 20 sticks,48041836,89.61,Mighty Cigar,Cigarettes
11823,Mighty Cigar Menthol 20s White Hardpack Pack - 20 sticks,48041812,89.98,Mighty Cigar,Cigarettes
11825,Moby Snack Caramel Pack - 25g,4.80052E+12,4.33,Moby,Candies and Chocolates
11826,Moby Snack Chocolate Pack - 25g,4.80052E+12,3.43,Moby,Candies and Chocolates
11827,Modess Sanitary Napkin Cottony Soft Maxi Non-Wing Pack - 20 pads,8.85001E+12,79.98,Modess,Feminine Care
11828,Modess Sanitary Napkin Cottony Soft Maxi Non-Wing Pack - 12x1 pads,8.85001E+12,48.17,Modess,Feminine Care
11829,Modess Sanitary Napkin Cottony Soft Maxi Wing Pack - 16 pads,8.85001E+12,65.26,Modess,Feminine Care
11830,Mr. Chips Cheese Snack Pack - 26g,4.80002E+12,2.89,Mr. Chips,Chips
11833,Nescafe Coffee Brown and Creamy Twin Pack Tie - 10x24g,4.80036E+12,97.48,Nescafe,Coffee
11834,Nescafe Coffee Classic Sachet - 25g,4.80036E+12,17.54,Nescafe,Coffee
11835,Nescafe Coffee Classic Sachet - 48x2g,4.80036E+12,89.68,Nescafe,Coffee
11836,Nescafe Coffee Creamy Latte Tie - 10x27.5g,4.80036E+12,54.52,Nescafe,Coffee
11837,Nescafe Coffee Creamy White Twin Pack Tie - 10x52g,4.80036E+12,97.68,Nescafe,Coffee
11838,Nescafe Coffee Creamy White Tie - 10x28g,4.80036E+12,56.34,Nescafe,Coffee
11844,Nestle All Purpose Cream Tetra Pack - 250ml,4.80036E+12,54.96,Nestle,Spreads and Dressings
11845,Nestle Chuckie Bulilit Tetra Pack - 110ml,4.80036E+12,10.21,Chuckie,Milk
11846,Nestle Chuckie Tetra Pack - 150ml,4.80036E+12,15.08,Chuckie,Milk
11847,Nestogen 1 Box - 135g,4.80036E+12,62.83,Nestogen,Milk
11848,Nestogen Classic Pack - 135g,4.80036E+12,43.55,Nestogen,Milk
11849,Nissin Batchoy Mini Cup - 40g,4.80002E+12,14.31,Nissin (Noodles),Rice and Noodles
11850,Nissin Minicup Beef Pack - 40g,4.80002E+12,14.49,Nissin (Noodles),Rice and Noodles
11851,Nissin Mini Bulalo Cup - 40g,4.80002E+12,14.77,Nissin (Noodles),Rice and Noodles
11852,Nissin Mini Seafood Cup - 40g,4.80002E+12,14.47,Nissin (Noodles),Rice and Noodles
11853,Nissin Minicup Spicy Hot Beef - 40g,4.80002E+12,14.14,Nissin (Noodles),Rice and Noodles
11854,Nissin Mini Spicy Seafood Cup - 40g,4.80002E+12,14.38,Nissin (Noodles),Rice and Noodles
11855,Nissin Ramen Noodle Beef Pack - 55g,4.80002E+12,6.79,Nissin (Noodles),Rice and Noodles
11856,Nissin Ramen Seafood Pouch - 55g,4.80002E+12,8.52,Nissin (Noodles),Rice and Noodles
11857,Nissin Ramen Noodle Spicy Seafood Pack - 59g,4.80002E+12,8.5,Nissin (Noodles),Rice and Noodles
11858,Nissin Yakisoba Chicken Pack - 59g,4.80002E+12,7.57,Nissin (Noodles),Rice and Noodles
11859,Nova Country Cheddar Pack - 40g,4.80002E+12,9.89,Nova,Chips
11860,Nova Country Cheddar Pouch - 78g,4.80002E+12,24.38,Nova,Chips
11861,Oishi Bread Pan Butter Toast Pack - 24g,4.80019E+12,4.11,Oishi,Chips
11862,Oishi Bread Pan Cheese & Onion Pack - 24g,4.80019E+12,3.88,Oishi,Chips
11863,Oishi Cracklin Salt and Vinegar Pack - 24g,4.80019E+12,3.87,Oishi,Chips
11864,Oishi Crispy Patata Snack Pack - 24g,4.80019E+12,3.51,Oishi,Chips
11865,Oishi Crispy Patata Snack Pack - 85g,4.80019E+12,16.75,Oishi,Chips
11866,Oishi Marty's Crackling Spicy Pack - 22g,4.80019E+12,4.02,Oishi,Chips
11868,Oishi Marty's Cracklings Salt & Vinegar Pack - 22g,4.80019E+12,3.65,Oishi,Chips
11870,Oishi Marty's Plain Pack - 22g,4.80019E+12,4,Oishi,Chips
11871,Oishi Pillows Choco Pack - 38g,4.80019E+12,5.4,Oishi,Candies and Chocolates
11872,Oishi Prawn Cracker Spicy Pack - 24g,4.80019E+12,4.03,Oishi,Chips
11873,Oishi Prawn Crackers Spicy Pack - 90g,4.80019E+12,16.42,Oishi,Chips
11874,Oishi Prawn Crackers Pack - 24g,4.89121E+12,3.79,Oishi,Chips
11875,Ok Filled Cheese Pack - 200g,4.80006E+12,33.82,Ok,Spreads and Dressings
11877,Palmolive Naturals Shampoo Healthy & Smooth Tie - 6x15ml,8.85001E+12,24.86,Palmolive,Hair Care
11879,Palmolive Naturals Shampoo Intense Moisture Tie - 6x15ml,8.85001E+12,24.15,Palmolive,Hair Care
11880,Payless Pancit Canton Chilimansi Pack - 130g,4.80002E+12,12.35,Payless,Rice and Noodles
11881,Payless Xtra Big Hot Chili Pack - 130g,4.80002E+12,13.25,Payless,Rice and Noodles
11882,Payless Xtra Big Kalamansi Pack - 130g,4.80002E+12,12.9,Payless,Rice and Noodles
11883,Peewee Snack BBQ Pack - 25g,4.80052E+12,3.11,Peewee,Chips
11885,Piattos Snack Cheese Pack - 40g,4.80002E+12,10.05,Piattos,Chips
11886,Piattos Cheese Pack - 85g,4.80002E+12,23.3,Piattos,Chips
11887,Piattos Roadhouse BBQ Pack - 40g,4.80002E+12,9.56,Piattos,Chips
11889,Piattos Snack Sour Cream Pack - 40g,4.80002E+12,9.11,Piattos,Chips
11890,Piattos Snack Sour Cream Pack - 85g,4.80002E+12,23.57,Piattos,Chips
11891,Presto Creams Peanut Butter Polybag - 10x30g,4.80001E+12,44.75,Presto Creams,Bread and Biscuits
11892,Purefoods Corned Beef Pack - 150g,4.80889E+12,66.11,Purefoods,Packed Meat
11893,Purefoods Corned Beef Pack - 210g,4.80889E+12,91.31,Purefoods,Packed Meat
11894,Rebisco Biscuit Bravo Pack - Pack,4.80009E+12,47.78,Rebisco,Bread and Biscuits
11895,Rebisco Combi Triple Choco Pack,4.80009E+12,46.74,Rebisco,Bread and Biscuits
11896,Rebisco Crackers Pack - 35g,4.80009E+12,44.82,Rebisco,Bread and Biscuits
11897,Rebisco Hansel Choco Pack - 30g,4.80009E+12,47.16,Rebisco,Bread and Biscuits
11898,Rebisco Hansel Crackers Pack - 30g,4.80009E+12,46.77,Rebisco,Bread and Biscuits
11899,Rebisco Hansel Mocha Pack - 30g,4.80009E+12,47.65,Rebisco,Bread and Biscuits
11900,Rebisco Sandwich Choco Pack - 32g,4.80009E+12,47.25,Rebisco,Bread and Biscuits
11901,Rebisco Sandwich Strawberry Pack - 32g,4.80009E+12,47.59,Rebisco,Bread and Biscuits
11902,Refresh Mineral Water Bottle - 350ml,4.80002E+12,4.1,Refresh,Water
11903,Refresh Mineral Water Bottle - 500ml,4.80002E+12,5.35,Refresh,Water
11904,Regent Snack Tempura Pack - 100g,4.80169E+12,16.66,Regent,Chips
11905,Reno Spread Liver Can - 85g,4.80589E+12,15.27,Reno,Spreads and Dressings
11909,Ricoa Choco Flat Tops Pack - 100pcs,4.80004E+12,134.81,Ricoa,Candies and Chocolates
11910,Royal Tru-Orange Mismo Case - 12x300ml,4.80198E+12,132.42,Royal,Softdrinks
11911,Royal Tru-Orange Regular Bottle - 1.5L,4.80198E+12,54.04,Royal,Softdrinks
11912,Saba Mackerel Natural Oil White Can - 155g,96785013298,25.75,Saba,Canned Seafood
11913,Saba Mackerel Oil White Can - 425g,96785013113,59.93,Saba,Canned Seafood
11914,Safeguard Soap Floral Pink Pack - 60g,4.90243E+12,14.91,Safeguard,Bath and Body Care
11915,Safeguard Soap Pure White Pack - 60g,4.90243E+12,14.27,Safeguard,Bath and Body Care
11916,San Marino Tuna Corned Chili Can - 100g,4.80025E+12,23.04,San Marino,Canned Seafood
11917,San Marino Tuna Corned Chili Can - 150g,4.80025E+12,30.46,San Marino,Canned Seafood
11919,San Marino Tuna Corned Chili Can - 85g,4.80025E+12,21.12,San Marino,Canned Seafood
11920,San Marino Tuna Corned Can - 100g,4.80025E+12,22.64,San Marino,Canned Seafood
11921,San Marino Tuna Corned Can - 150g,4.80025E+12,30.82,San Marino,Canned Seafood
11923,San Marino Tuna Corned Can - 85g,4.80025E+12,21.4,San Marino,Canned Seafood
11924,Silka Soap Orange Papaya Pack - 65g,4.80651E+12,13.21,Silka,Bath and Body Care
11925,Silver Swan Soy Sauce Pack - 100ml,4.80034E+12,3.68,Silver Swan,Condiments and Spices
11926,Silver Swan Soy Sauce Pouch - 200ml,4.80034E+12,7.34,Silver Swan,Condiments and Spices
11927,Silver Swan Sukang Puti Pouch - 100ml,4.80034E+12,2.78,Silver Swan,Condiments and Spices
11928,Silver Swan Sukang Puti Pouch - 200ml,4.80034E+12,5.36,Silver Swan,Condiments and Spices
11929,Skyflakes Crackers Pack - 24x25g,7.50515E+11,111.64,Skyflakes,Bread and Biscuits
11930,Skyflakes Sandwich Condensada Pack - 10x30g,7.50515E+11,46.45,Skyflakes,Bread and Biscuits
11931,Snowbear Candy Menthol 100's Pack - 100,4.8065E+12,73.98,Snowbear,Candies and Chocolates
11932,Spam Luncheon Meat Lite Can - 340g,37600336161,170.34,Spam,Packed Meat
11934,Sprite Regular Bottle - 1.5L,4.80198E+12,53.78,Sprite,Softdrinks
11935,Stik-O Waferstick Chocolate Can - 850g,4.80017E+12,101.09,Stik-O,Cookies
11936,Summit Spring Water Bottle - 350ml,4.80001E+12,6.39,Summit,Water
11937,Summit Spring Water Bottle - 500ml,4.80001E+12,8.88,Summit,Water
11938,Sunsilk Smooth & Manageable Tie - 6x13.5ml,4.80089E+12,24.15,Sunsilk,Hair Care
11939,Sunsilk Strong & Long Tie - 6x13ml,4.80089E+12,23.88,Sunsilk,Hair Care
11940,Surf Detergent Cherry Blossom Bar - 130g,4.80089E+12,7.52,Surf,Laundry Products
11941,Surf Detergent Blossom Fresh with Fabcon Bar - 130g,4.80089E+12,7.25,Surf,Laundry Products
11942,Surf Detergent Blossom Fresh with Fabcon Bar - 380g,4.80089E+12,21.26,Surf,Laundry Products
11943,Surf Detergent Kalamansi Oxybubbles Bar - 380g,4.80089E+12,18.58,Surf,Laundry Products
11944,Surf Detergent Powder Cherry Blossom Tie - 6x57g,4.80089E+12,28.27,Surf,Laundry Products
11945,Surf Detergent Powder Kalamansi Tie - 6x57g,4.80089E+12,27.76,Surf,Laundry Products
11946,Surf Detergent Powder Rose Fresh Tie - 6x57g,4.80089E+12,27.53,Surf,Laundry Products
11947,Surf Detergent Powder Sun Fresh Tie - 6x57g,4.80089E+12,27.94,Surf,Laundry Products
11948,Surf Detergent Powder Tawas Tie - 6x57g,4.80089E+12,27.66,Surf,Laundry Products
11949,Surf Fabric Conditioner Blossom Fresh Tie - 6x28ml,4.80089E+12,25.02,Surf,Laundry Products
11950,Surf Fabric Conditioner Luxe Perfume Tie - 6x28ml,8.93487E+12,24.69,Surf,Laundry Products
11951,Tanduay Ice Original Bottle - 330ml,4.80022E+12,26.64,Tanduay,Alcohol
11960,Those Days S.Napkin Reg Nw Pack - 8pads,4.80129E+12,10.87,Those Days,Feminine Care
11961,Tide Detergent Original Bar - 125g,4.90243E+12,6.73,Tide,Laundry Products
11962,Tide Detergent Original Bar - 380g,4.90243E+12,17.76,Tide,Laundry Products
11963,Tide Detergent with Downy Bar - 125g,4.90243E+12,6.7,Tide,Laundry Products
11964,Tide Detergent Powder Original Taba Tie - 6x80g,4.90243E+12,49.98,Tide,Laundry Products
11965,Tide Detergent Powder with Downy Tie - 6x74g,4.90243E+12,50.43,Tide,Laundry Products
11966,UFC Banana Catsup Pack - 100g,14285002789,6.61,UFC,Oil and Sauces
11967,UFC Banana Catsup Bottle - 320g,14285000068,20.44,UFC,Oil and Sauces
11968,Unipak Mackerel Natural Oil Can - 155g,4.80015E+12,23.84,Unipak,Canned Seafood
11969,Wilkins Distilled Water Bottle - 7000ml,4.80198E+12,83.08,Wilkins,Water
11970,Winston Reds Pack - 20 sticks,48040594,107.64,Winston,Cigarettes
11971,Winston Lights Pack - 20 sticks,48039871,107.56,Winston,Cigarettes
11973,Youngs Town Sardines Green Can - 155g,4.80053E+12,15.54,Youngs Town,Canned Seafood
11975,Youngs Town Sardines Red Can - 155g,4.80053E+12,16.45,Youngs Town,Canned Seafood
11976,Zesto RTD Choco Doy Tetra Pack - 200ml,4.80489E+12,13.44,Zesto,Milk
11977,Zonrox Bleach Colorsafe Bottle - 225ml,4.80005E+12,19.99,Zonrox,Laundry Products
11978,Zonrox Bleach Regular Bottle - 100ml,4.80005E+12,6.3,Zonrox,Laundry Products
11979,Zonrox Bleach Regular Bottle - 1000ml,4.80005E+12,32.37,Zonrox,Laundry Products
11980,Zonrox Bleach Regular Bottle - 250ml,4.80005E+12,11.08,Zonrox,Laundry Products
11981,Zonrox Bleach Regular Bottle - 500ml,4.80005E+12,17.17,Zonrox,Laundry Products
11982,Big 250 Apple Juice Tetra Pack - 10x250ml,4.80489E+12,76.95,Big 250,RTD
11983,Big 250 Mango Juice Tetra Pack - 10x250ml,4.80489E+12,81.79,Big 250,RTD
11984,Big 250 Orange Juice Tetra Pack - 10x250ml,4.80489E+12,76.58,Big 250,RTD
11985,Big 250 Pineapple Juice Tetra Pack - 10x250ml,4.80489E+12,77.04,Big 250,RTD
11986,Emperador Brandy Light Case - 12x750ml,1.48001E+13,1192.48,Emperador,Alcohol
11987,Ginebra Gin Round Case  - 24x350ml,1.48001E+13,1173.55,Ginebra,Alcohol
11988,Ligo Sardines Green Can - 100x155g,1.48002E+13,1793.34,Ligo,Canned Seafood
11989,Ligo Sardines Red Can - 100x155g,1.48002E+13,1811.6,Ligo,Canned Seafood
11990,Fortune Extra Menthol Fliptop Long Ream - 10x20 sticks,4.80018E+12,1086.22,Fortune,Cigarettes
11991,Marlboro Lights Fliptop Ream - 10x20 sticks,7.6239E+12,1181.77,Marlboro,Cigarettes
11992,Marlboro Red Fliptop Ream - 10x20 sticks,7.6164E+12,1181.16,Marlboro,Cigarettes
11993,Winston Lights Ream - 10x20 sticks,4.80018E+12,1086.99,Winston,Cigarettes
11994,Winston Reds Ream - 10x20 sticks,4.80018E+12,1087.47,Winston,Cigarettes
11995,Alaska Evaporada Can - 48x370ml,1.48006E+13,1191.18,Alaska,Milk
11996,Bear Brand Milk Powdered Iron Sachet - 128x33g,4.80036E+12,1092.41,Bear Brand,Milk
11997,Big 250 Grape Juice Tetra Pack - 10x250ml,4.80489E+12,77.4,Big 250,RTD
11998,C2 Grean Tea Apple Case - 24x500ml,1.48E+13,598.46,C2,RTD
11999,C2 Green Tea Lemon Case - 355ml x 24,1.48E+13,430.61,C2,RTD
12000,C2 Green Tea Lemon Case - 500ml x 24,1.48E+13,599.87,C2,RTD
12002,Cloud 9 Classic Dispenser box - 12x28g,4.80001E+12,71.1,Cloud 9,Candies and Chocolates
12003,Coke Regular Case - 12x1.5L,4.80198E+12,663.5,Coke,Softdrinks
12004,Cow Bell Condensada Box - 48x300ml,1.48006E+13,1384.73,Cow Bell,Milk
12005,Datu Puti Vinegar Box - 72x100ml,1.48017E+13,322.43,Datu Puti,Condiments and Spices
12006,Datu Puti Soy Sauce Sachet - 60x200ml,1.48017E+13,535.19,Datu Puti,Condiments and Spices
12007,Datu Puti Soy Sauce Sachet - 72x100ml,1.48017E+13,369.45,Datu Puti,Condiments and Spices
12008,Datu Puti Vinegar Box - 60x200ml,1.48017E+13,409.69,Datu Puti,Condiments and Spices
12009,Del Monte Juice Pineapple Juice with Vitamin A-C-E Box - 24x240ml,1.48E+13,570.92,Del Monte,RTD
12010,Emperador Brandy Light Case - 20x350ml,1.48001E+13,993.5,Emperador,Alcohol
12011,Emperador Brandy Light Case - 15x500ml,1.48001E+13,1051.96,Emperador,Alcohol
12013,Great Taste 3in1 White Twinpack Box - 240x50g,1.48E+13,2146.3,Great Taste,Coffee
12014,Homi Mami Beef Brisket Box - 72x55g,1.48001E+13,545.81,Homi Mami,Rice and Noodles
12015,Fortune Mint Splash Ream - 10x20 sticks,4.8065E+12,1086.16,Fortune,Cigarettes
12016,Great Taste White Coffee Box - 240x30g,1.48E+13,1450.99,Great Taste,Coffee
12017,Homi Mami Chiligarlic Beef Pack - 72x55g,1.4806E+13,581.64,Homi Mami,Rice and Noodles
12018,Homi Mami Chicken N Garlic Box - 72x55g,1.48001E+13,545.42,Homi Mami,Rice and Noodles
12019,Kopiko Coffee Brown Twin Pack Sachet - 120x55g,1.89987E+13,1192.21,Kopiko,Coffee
12020,Kopiko Coffee Cafe Blanca Hanger Sachet - 240x30g,1.8996E+13,1565.07,Kopiko,Coffee
12021,Kopiko Coffee Cafe Blanca Twin Pack Sachet - 120x52g,1.89987E+13,1191.81,Kopiko,Coffee
12022,Kopiko Coffee Brown Hanger Sachet - 240x27.5g,1.8996E+13,1565.65,Kopiko,Coffee
12023,Lucky Me Noodle Beef Pack - 72x55g,1.48078E+13,556.51,Lucky Me,Rice and Noodles
12024,Lucky Me Noodle Chicken Pack - 72x55g,1.48078E+13,556.71,Lucky Me,Rice and Noodles
12025,Lucky Me Noodle Spicy Beef Pack - 72x55g,1.48078E+13,574.03,Lucky Me,Rice and Noodles
12026,Lucky Me Pancit Canton Kalamansi Pack - 72x80g,1.48078E+13,847.63,Lucky Me,Rice and Noodles
12027,Lucky Me Pancit Canton Original Pack - 72x80g,1.48078E+13,847.63,Lucky Me,Rice and Noodles
12028,Lucky Me Pancit Canton Sweet & Spicy Pack - 72x80g,1.48078E+13,847.69,Lucky Me,Rice and Noodles
